date,ninsee,no2,o3,pm10
01/04/2018,91216,21,39,20
01/04/2018,91222,10,40,14
01/04/2018,91223,12,40,15
01/04/2018,91225,24,38,22
01/04/2018,91226,14,40,15
01/04/2018,91228,25,39,20
01/04/2018,91232,15,40,17
01/04/2018,91235,23,39,20
01/04/2018,91240,11,40,14
01/04/2018,91243,15,40,19
01/04/2018,91244,20,40,19
01/04/2018,91247,10,40,15
01/04/2018,91248,12,40,15
01/04/2018,91249,11,40,17
01/04/2018,91272,15,40,19
01/04/2018,91273,11,40,15
01/04/2018,91274,12,40,19
01/04/2018,91275,13,40,19
01/04/2018,91284,10,40,15
01/04/2018,91286,23,39,20
01/04/2018,91292,17,40,19
01/04/2018,91293,14,40,17
01/04/2018,91294,10,40,14
01/04/2018,91312,20,38,20
01/04/2018,91315,18,40,17
01/04/2018,91318,15,40,17
01/04/2018,91319,14,40,19
01/04/2018,91326,22,38,22
01/04/2018,91330,16,40,17
01/04/2018,91332,20,40,19
01/04/2018,91333,18,40,20
01/04/2018,91338,11,40,17
01/04/2018,91339,18,40,20
01/04/2018,91340,24,39,20
01/04/2018,91345,21,39,22
01/04/2018,91347,20,40,20
01/04/2018,91359,12,40,15
01/04/2018,91363,17,40,20
01/04/2018,91374,11,40,15
01/04/2018,91376,18,40,19
01/04/2018,91377,23,38,22
01/04/2018,91378,14,40,17
01/04/2018,91386,21,40,19
01/04/2018,91390,10,40,14
01/04/2018,91393,9,40,15
01/04/2018,91399,11,40,15
01/04/2018,91405,12,41,15
01/04/2018,91408,13,40,15
01/04/2018,91411,10,40,17
01/04/2018,91412,16,40,17
01/04/2018,91414,10,40,14
01/04/2018,91421,20,38,22
01/04/2018,91425,19,40,20
01/04/2018,91432,23,38,22
01/04/2018,91433,13,40,15
01/04/2018,91434,22,39,20
01/04/2018,91435,21,39,19
01/04/2018,91441,16,40,17
01/04/2018,91457,18,40,19
01/04/2018,91458,18,40,20
01/04/2018,91461,16,40,19
01/04/2018,91463,10,41,15
01/04/2018,91468,21,39,19
01/04/2018,91469,11,40,15
01/04/2018,91471,17,40,20
01/04/2018,91473,13,40,15
01/04/2018,91477,20,40,20
01/04/2018,91479,25,38,24
01/04/2018,91482,9,40,17
01/04/2018,91494,21,40,20
01/04/2018,91495,10,40,15
01/04/2018,91507,10,40,15
01/04/2018,91508,12,40,15
01/04/2018,91511,9,40,14
01/04/2018,91514,20,37,22
01/04/2018,91519,10,40,15
01/04/2018,91521,24,39,22
01/04/2018,91525,11,40,15
01/04/2018,91526,11,40,14
01/04/2018,91533,10,40,14
01/04/2018,91534,18,40,20
01/04/2018,91538,14,40,19
01/04/2018,91540,13,40,17
01/04/2018,91544,11,40,14
01/04/2018,91546,10,40,15
01/04/2018,91547,9,40,14
01/04/2018,91549,22,39,20
01/04/2018,91552,18,40,19
01/04/2018,91553,23,38,20
01/04/2018,91556,11,40,15
01/04/2018,91560,15,40,19
01/04/2018,91568,13,40,17
01/04/2018,91570,21,40,20
01/04/2018,91573,22,38,20
01/04/2018,91577,22,39,20
01/04/2018,91578,14,40,17
01/04/2018,91579,18,40,19
01/04/2018,91581,15,40,17
01/04/2018,91587,21,39,20
01/04/2018,91589,22,38,22
01/04/2018,91593,12,40,15
01/04/2018,91599,15,40,17
01/04/2018,91600,23,38,22
01/04/2018,91602,13,40,17
01/04/2018,91613,9,40,14
01/04/2018,91617,22,38,20
01/04/2018,91619,15,40,17
01/04/2018,91629,12,40,15
01/04/2018,91630,12,40,17
01/04/2018,91631,20,36,22
01/04/2018,91634,12,40,17
01/04/2018,91635,19,39,20
01/04/2018,91639,13,40,15
01/04/2018,91645,23,38,22
01/04/2018,91648,22,40,20
01/04/2018,91649,20,40,19
01/04/2018,91654,14,40,17
01/04/2018,91657,21,38,24
01/04/2018,91659,22,39,20
01/04/2018,91661,20,40,20
01/04/2018,91662,12,40,15
01/04/2018,91665,19,39,20
01/04/2018,91666,18,40,20
01/04/2018,91667,21,39,20
01/04/2018,91671,14,40,15
01/04/2018,91679,14,40,19
01/04/2018,91685,20,39,20
01/04/2018,91687,22,39,22
01/04/2018,91689,25,38,22
01/04/2018,91691,20,37,24
01/04/2018,91692,16,40,20
01/04/2018,92002,26,38,22
01/04/2018,92004,27,33,22
01/04/2018,92007,28,35,22
01/04/2018,92009,24,33,20
01/04/2018,92012,28,35,20
01/04/2018,92014,27,35,24
01/04/2018,92019,25,37,22
01/04/2018,92020,28,35,22
01/04/2018,92022,21,38,20
01/04/2018,92023,27,37,22
01/04/2018,92024,28,33,22
01/04/2018,92025,24,34,20
01/04/2018,92026,25,34,20
01/04/2018,92032,27,36,22
01/04/2018,92033,22,37,20
01/04/2018,92035,24,34,20
01/04/2018,92036,28,34,22
01/04/2018,92040,28,35,22
01/04/2018,92044,28,33,20
01/04/2018,92046,28,35,22
01/04/2018,92047,20,38,19
01/04/2018,92048,26,37,20
01/04/2018,92049,28,34,22
01/04/2018,92050,23,35,20
01/04/2018,92051,28,33,20
01/04/2018,92060,26,37,22
01/04/2018,92062,25,34,20
01/04/2018,92063,22,37,20
01/04/2018,92064,24,37,20
01/04/2018,92071,27,36,22
01/04/2018,92072,25,37,20
01/04/2018,92073,25,35,20
01/04/2018,92075,29,35,22
01/04/2018,92076,20,37,19
01/04/2018,92077,21,38,20
01/04/2018,92078,27,33,22
01/04/2018,93001,40,33,22
01/04/2018,93005,39,33,27
01/04/2018,93006,37,33,22
01/04/2018,93007,40,33,24
01/04/2018,93008,40,33,22
01/04/2018,93010,37,34,24
01/04/2018,93013,40,33,24
01/04/2018,93014,31,33,25
01/04/2018,93015,30,31,27
01/04/2018,93027,39,33,24
01/04/2018,93029,40,33,24
01/04/2018,93030,40,33,24
01/04/2018,93031,28,34,22
01/04/2018,93032,29,33,25
01/04/2018,93033,29,32,25
01/04/2018,93039,29,33,22
01/04/2018,93045,38,33,22
01/04/2018,93046,33,33,27
01/04/2018,93047,29,33,27
01/04/2018,93048,35,33,22
01/04/2018,93049,28,34,24
01/04/2018,93050,28,33,24
01/04/2018,93051,28,33,24
01/04/2018,93053,39,34,22
01/04/2018,93055,40,33,22
01/04/2018,93057,34,33,24
01/04/2018,93059,32,33,22
01/04/2018,93061,38,33,22
01/04/2018,93062,30,33,24
01/04/2018,93063,39,33,22
01/04/2018,93064,33,34,24
01/04/2018,93066,36,34,22
01/04/2018,93070,33,34,22
01/04/2018,93071,35,32,27
01/04/2018,93072,36,33,24
01/04/2018,93073,34,31,29
01/04/2018,93074,30,30,29
01/04/2018,93077,31,34,24
01/04/2018,93078,36,31,29
01/04/2018,93079,30,33,22
01/04/2018,94001,22,36,24
01/04/2018,94002,27,34,24
01/04/2018,94003,28,34,22
01/04/2018,94004,22,35,24
01/04/2018,94011,24,34,24
01/04/2018,94015,27,33,24
01/04/2018,94016,28,35,24
01/04/2018,94017,27,32,24
01/04/2018,94018,29,33,24
01/04/2018,94019,25,33,24
01/04/2018,94021,28,36,24
01/04/2018,94022,27,35,24
01/04/2018,94028,27,34,24
01/04/2018,94033,31,33,24
01/04/2018,94034,26,37,24
01/04/2018,94037,28,34,22
01/04/2018,94038,29,36,24
01/04/2018,94041,29,34,24
01/04/2018,94042,27,33,24
01/04/2018,94043,28,34,24
01/04/2018,94044,23,35,24
01/04/2018,94046,28,33,24
01/04/2018,94047,20,36,22
01/04/2018,94048,22,35,24
01/04/2018,94052,28,33,24
01/04/2018,94053,24,33,24
01/04/2018,94054,25,37,24
01/04/2018,94055,24,33,24
01/04/2018,94056,20,36,22
01/04/2018,94058,28,33,24
01/04/2018,94059,27,32,24
01/04/2018,94060,26,33,24
01/04/2018,94065,26,37,24
01/04/2018,94067,32,33,22
01/04/2018,94068,26,33,24
01/04/2018,94069,29,33,24
01/04/2018,94070,23,35,24
01/04/2018,94071,23,34,24
01/04/2018,94073,28,36,24
01/04/2018,94074,25,35,24
01/04/2018,94075,21,35,24
01/04/2018,94076,28,35,24
01/04/2018,94077,24,37,24
01/04/2018,94078,25,37,24
01/04/2018,94079,27,32,24
01/04/2018,94080,33,33,22
01/04/2018,94081,29,35,24
01/04/2018,95002,13,36,22
01/04/2018,95008,14,35,20
01/04/2018,95011,13,35,22
01/04/2018,95012,14,35,20
01/04/2018,95014,27,34,22
01/04/2018,95018,24,35,22
01/04/2018,95019,39,33,24
01/04/2018,95023,12,36,25
01/04/2018,95024,13,35,22
01/04/2018,95026,24,35,25
01/04/2018,95028,29,35,24
01/04/2018,95039,18,36,22
01/04/2018,95040,12,36,22
01/04/2018,95042,26,35,22
01/04/2018,95046,12,35,22
01/04/2018,95051,21,35,22
01/04/2018,95052,21,35,24
01/04/2018,95054,10,35,22
01/04/2018,95055,31,34,25
01/04/2018,95056,28,35,24
01/04/2018,95058,19,35,25
01/04/2018,95059,11,36,25
01/04/2018,95060,21,35,22
01/04/2018,95061,23,35,22
01/04/2018,95063,22,35,20
01/04/2018,95074,15,37,20
01/04/2018,95078,14,36,22
01/04/2018,95088,40,33,25
01/04/2018,95091,27,35,22
01/04/2018,95094,37,33,25
01/04/2018,95101,13,35,22
01/04/2018,95102,12,36,24
01/04/2018,95110,11,36,24
01/04/2018,95116,21,35,25
01/04/2018,95119,12,35,22
01/04/2018,95120,19,36,22
01/04/2018,95127,16,37,22
01/04/2018,95134,18,36,24
01/04/2018,95139,12,35,22
01/04/2018,95141,12,35,22
01/04/2018,95142,10,36,24
01/04/2018,95144,32,34,25
01/04/2018,95149,26,35,25
01/04/2018,95150,14,35,20
01/04/2018,95151,24,35,22
01/04/2018,95154,32,33,27
01/04/2018,95157,15,35,20
01/04/2018,95166,11,35,22
01/04/2018,95169,11,36,22
01/04/2018,95170,14,36,22
01/04/2018,95176,22,35,20
01/04/2018,95177,13,36,24
01/04/2018,95181,14,36,22
01/04/2018,95183,15,37,22
01/04/2018,95197,29,34,22
01/04/2018,95199,30,35,24
01/04/2018,95203,25,34,22
01/04/2018,95205,34,34,24
01/04/2018,95210,26,34,22
01/04/2018,95211,16,36,22
01/04/2018,95212,33,32,27
01/04/2018,95213,13,36,24
01/04/2018,95214,29,35,25
01/04/2018,95218,17,36,20
01/04/2018,95219,24,35,22
01/04/2018,95229,31,34,24
01/04/2018,95241,35,34,25
01/04/2018,95250,28,34,25
01/04/2018,95252,23,35,22
01/04/2018,95253,12,36,22
01/04/2018,95254,12,36,24
01/04/2018,95256,21,36,22
01/04/2018,95257,20,35,20
01/04/2018,95258,14,36,24
01/04/2018,95259,12,35,22
01/04/2018,95268,39,33,24
01/04/2018,95270,14,35,22
01/04/2018,95271,14,36,22
01/04/2018,95277,42,33,27
01/04/2018,95280,38,33,25
01/04/2018,95282,11,36,22
01/04/2018,95287,13,36,24
01/04/2018,95288,32,34,24
01/04/2018,95295,11,35,22
01/04/2018,95298,11,36,24
01/04/2018,95301,15,35,20
01/04/2018,95303,10,36,24
01/04/2018,95304,14,36,24
01/04/2018,95306,20,36,20
01/04/2018,95308,16,36,24
01/04/2018,95309,13,35,22
01/04/2018,95313,20,36,24
01/04/2018,95316,31,34,25
01/04/2018,95323,16,37,20
01/04/2018,95328,14,36,24
01/04/2018,95331,29,34,25
01/04/2018,95341,15,36,22
01/04/2018,95348,13,36,22
01/04/2018,95351,35,33,27
01/04/2018,95352,28,35,25
01/04/2018,95353,25,35,24
01/04/2018,95355,12,35,22
01/04/2018,95365,32,34,25
01/04/2018,95369,27,34,22
01/04/2018,95370,11,36,24
01/04/2018,95371,31,34,25
01/04/2018,95379,14,35,22
01/04/2018,95387,13,36,24
01/04/2018,95388,15,37,20
01/04/2018,95392,20,36,22
01/04/2018,95394,20,36,22
01/04/2018,95395,32,34,24
01/04/2018,95409,28,35,24
01/04/2018,95422,13,36,22
01/04/2018,95424,21,35,20
01/04/2018,95426,26,35,22
01/04/2018,95427,32,34,24
01/04/2018,95428,28,34,22
01/04/2018,95429,12,35,22
01/04/2018,95430,26,35,22
01/04/2018,95436,19,36,24
01/04/2018,95438,11,36,22
01/04/2018,95445,23,35,24
01/04/2018,95446,16,36,24
01/04/2018,95447,10,36,24
01/04/2018,95450,16,36,20
01/04/2018,95452,20,35,24
01/04/2018,95456,22,35,24
01/04/2018,95459,11,35,22
01/04/2018,95462,13,35,22
01/04/2018,95476,15,36,22
01/04/2018,95480,18,36,24
01/04/2018,95483,11,36,22
01/04/2018,95487,18,35,24
01/04/2018,95488,19,36,20
01/04/2018,95489,30,34,24
01/04/2018,95491,23,35,22
01/04/2018,95492,35,34,24
01/04/2018,95493,31,34,25
01/04/2018,95500,16,36,22
01/04/2018,95504,23,35,24
01/04/2018,95509,32,34,25
01/04/2018,95510,14,36,22
01/04/2018,95523,15,35,20
01/04/2018,95527,37,32,27
01/04/2018,95529,15,36,25
01/04/2018,95535,14,36,22
01/04/2018,95539,32,34,24
01/04/2018,95541,11,35,22
01/04/2018,95543,15,35,20
01/04/2018,95554,12,35,22
01/04/2018,95555,25,34,22
01/04/2018,95563,23,35,22
01/04/2018,95566,25,35,24
01/04/2018,95572,18,36,22
01/04/2018,95574,25,35,22
01/04/2018,95580,29,33,27
01/04/2018,95582,24,34,22
01/04/2018,95584,11,36,24
01/04/2018,95585,36,34,24
01/04/2018,95592,13,36,22
01/04/2018,95594,25,35,24
01/04/2018,95598,27,34,22
01/04/2018,95604,28,34,27
01/04/2018,95607,22,35,22
01/04/2018,95610,12,36,22
01/04/2018,95611,12,36,24
01/04/2018,95612,40,33,25
01/04/2018,95625,12,36,22
01/04/2018,95627,14,36,24
01/04/2018,95628,18,36,22
01/04/2018,95633,40,33,25
01/04/2018,95637,15,37,20
01/04/2018,95641,30,33,27
01/04/2018,95651,16,35,20
01/04/2018,95652,26,35,25
01/04/2018,95656,15,35,20
01/04/2018,95658,13,36,22
01/04/2018,95660,27,35,24
01/04/2018,95675,32,33,27
01/04/2018,95676,15,35,20
01/04/2018,95678,22,36,22
01/04/2018,95680,38,33,24
01/04/2018,95682,29,35,24
01/04/2018,95690,12,35,22
02/04/2018,0,31,34,21
02/04/2018,75,31,30,20
02/04/2018,77,21,34,21
02/04/2018,78,22,34,18
02/04/2018,91,24,34,20
02/04/2018,92,30,33,20
02/04/2018,93,30,32,21
02/04/2018,94,28,33,20
02/04/2018,95,31,33,21
02/04/2018,75101,31,28,19
02/04/2018,75102,32,28,19
02/04/2018,75103,31,29,19
02/04/2018,75104,31,29,19
02/04/2018,75105,30,29,19
02/04/2018,75106,30,29,19
02/04/2018,75107,31,29,19
02/04/2018,75108,32,28,19
02/04/2018,75109,32,28,19
02/04/2018,75110,32,29,19
02/04/2018,75111,29,30,19
02/04/2018,75112,29,31,19
02/04/2018,75113,29,30,20
02/04/2018,75114,29,30,19
02/04/2018,75115,28,30,19
02/04/2018,75116,31,30,19
02/04/2018,75117,32,28,19
02/04/2018,75118,32,29,19
02/04/2018,75119,29,30,19
02/04/2018,75120,28,30,19
02/04/2018,77001,9,33,17
02/04/2018,77002,13,34,19
02/04/2018,77003,9,33,17
02/04/2018,77004,15,33,17
02/04/2018,77005,14,32,20
02/04/2018,77006,12,33,17
02/04/2018,77007,13,33,17
02/04/2018,77008,10,34,20
02/04/2018,77009,9,34,17
02/04/2018,77010,14,33,19
02/04/2018,77011,9,34,17
02/04/2018,77012,11,34,19
02/04/2018,77013,12,34,19
02/04/2018,77014,11,34,17
02/04/2018,77015,10,34,17
02/04/2018,77016,8,34,17
02/04/2018,77018,12,33,19
02/04/2018,77019,11,34,17
02/04/2018,77020,12,34,19
02/04/2018,77021,10,34,17
02/04/2018,77022,13,33,17
02/04/2018,77023,10,34,22
02/04/2018,77024,11,34,19
02/04/2018,77025,11,34,17
02/04/2018,77026,11,34,19
02/04/2018,77027,10,33,17
02/04/2018,77028,13,34,19
02/04/2018,77029,14,33,17
02/04/2018,77030,11,34,19
02/04/2018,77031,13,33,19
02/04/2018,77032,11,34,19
02/04/2018,77033,11,34,19
02/04/2018,77034,16,33,17
02/04/2018,77035,10,34,17
02/04/2018,77036,11,34,19
02/04/2018,77037,15,33,17
02/04/2018,77038,18,33,17
02/04/2018,77039,18,33,17
02/04/2018,77040,18,33,17
02/04/2018,77041,9,32,15
02/04/2018,77042,12,34,19
02/04/2018,77043,11,34,19
02/04/2018,77044,15,33,17
02/04/2018,77045,9,34,17
02/04/2018,77046,9,32,15
02/04/2018,77047,10,33,20
02/04/2018,77048,8,34,17
02/04/2018,77049,9,34,20
02/04/2018,77050,10,34,17
02/04/2018,77051,11,34,17
02/04/2018,77052,14,33,17
02/04/2018,77053,18,33,17
02/04/2018,77054,10,34,17
02/04/2018,77055,16,31,20
02/04/2018,77056,9,33,17
02/04/2018,77057,11,34,19
02/04/2018,77058,16,32,19
02/04/2018,77059,17,31,19
02/04/2018,77060,9,32,15
02/04/2018,77061,10,34,17
02/04/2018,77062,14,32,20
02/04/2018,77063,11,34,19
02/04/2018,77065,14,33,17
02/04/2018,77066,11,34,19
02/04/2018,77067,19,33,17
02/04/2018,77068,12,34,19
02/04/2018,77069,15,33,17
02/04/2018,77070,13,34,19
02/04/2018,77071,9,34,17
02/04/2018,77072,11,34,19
02/04/2018,77073,11,34,19
02/04/2018,77075,12,33,20
02/04/2018,77076,11,34,19
02/04/2018,77077,10,34,20
02/04/2018,77078,11,34,19
02/04/2018,77079,11,34,17
02/04/2018,77080,11,34,19
02/04/2018,77081,16,33,17
02/04/2018,77082,15,33,17
02/04/2018,77083,17,31,19
02/04/2018,77084,10,34,20
02/04/2018,77085,14,32,19
02/04/2018,77086,15,33,17
02/04/2018,77087,14,33,19
02/04/2018,77088,9,33,17
02/04/2018,77089,13,34,17
02/04/2018,77090,12,34,19
02/04/2018,77091,13,33,17
02/04/2018,77093,11,34,19
02/04/2018,77094,12,33,20
02/04/2018,77095,13,33,22
02/04/2018,77096,16,33,17
02/04/2018,77097,11,34,19
02/04/2018,77098,13,34,19
02/04/2018,77099,10,34,17
02/04/2018,77100,15,33,17
02/04/2018,77101,11,34,17
02/04/2018,77102,8,34,17
02/04/2018,77103,15,33,17
02/04/2018,77104,14,33,17
02/04/2018,77106,12,34,19
02/04/2018,77107,14,33,19
02/04/2018,77108,17,31,20
02/04/2018,77109,12,34,19
02/04/2018,77110,9,34,17
02/04/2018,77111,13,32,19
02/04/2018,77112,8,34,17
02/04/2018,77113,12,34,19
02/04/2018,77114,17,33,17
02/04/2018,77115,9,34,17
02/04/2018,77116,12,34,19
02/04/2018,77117,11,34,19
02/04/2018,77118,14,32,22
02/04/2018,77119,14,33,19
02/04/2018,77120,10,34,19
02/04/2018,77121,16,31,19
02/04/2018,77122,19,33,19
02/04/2018,77123,15,32,22
02/04/2018,77124,14,32,19
02/04/2018,77125,11,33,20
02/04/2018,77126,10,34,20
02/04/2018,77127,16,33,17
02/04/2018,77128,10,33,20
02/04/2018,77129,10,34,19
02/04/2018,77130,9,34,20
02/04/2018,77131,12,34,19
02/04/2018,77132,12,33,20
02/04/2018,77133,11,34,17
02/04/2018,77134,11,34,19
02/04/2018,77135,14,33,19
02/04/2018,77136,15,33,17
02/04/2018,77137,11,34,19
02/04/2018,77138,13,33,19
02/04/2018,77139,16,31,20
02/04/2018,77140,12,34,17
02/04/2018,77141,11,33,19
02/04/2018,77142,10,34,19
02/04/2018,77143,10,34,20
02/04/2018,77144,12,33,19
02/04/2018,77145,17,33,17
02/04/2018,77146,17,31,19
02/04/2018,77147,13,34,19
02/04/2018,77148,10,34,19
02/04/2018,77149,12,34,19
02/04/2018,77150,12,34,22
02/04/2018,77151,12,34,19
02/04/2018,77152,18,33,17
02/04/2018,77153,16,33,22
02/04/2018,77154,11,33,19
02/04/2018,77155,13,32,20
02/04/2018,77156,8,34,17
02/04/2018,77157,10,34,19
02/04/2018,77158,10,34,17
02/04/2018,77159,12,34,17
02/04/2018,77161,9,34,17
02/04/2018,77162,12,34,19
02/04/2018,77163,10,34,22
02/04/2018,77164,12,34,17
02/04/2018,77165,13,33,17
02/04/2018,77166,10,34,17
02/04/2018,77167,11,34,17
02/04/2018,77168,10,34,17
02/04/2018,77169,17,31,17
02/04/2018,77170,9,34,17
02/04/2018,77171,11,33,20
02/04/2018,77172,10,34,17
02/04/2018,77173,10,34,20
02/04/2018,77174,11,34,19
02/04/2018,77175,18,33,17
02/04/2018,77176,12,34,19
02/04/2018,77177,15,33,19
02/04/2018,77178,8,34,17
02/04/2018,77179,13,33,17
02/04/2018,77180,17,33,17
02/04/2018,77181,16,32,19
02/04/2018,77182,11,34,19
02/04/2018,77183,11,34,19
02/04/2018,77184,9,34,17
02/04/2018,77185,14,33,17
02/04/2018,77186,16,34,17
02/04/2018,77187,10,34,17
02/04/2018,77188,15,33,17
02/04/2018,77190,13,34,17
02/04/2018,77191,14,33,17
02/04/2018,77192,13,33,19
02/04/2018,77193,11,34,22
02/04/2018,77194,11,34,17
02/04/2018,77195,16,33,17
02/04/2018,77196,13,33,20
02/04/2018,77197,12,34,19
02/04/2018,77198,9,33,17
02/04/2018,77199,9,34,20
02/04/2018,77200,8,33,17
02/04/2018,77201,14,33,19
02/04/2018,77202,8,34,17
02/04/2018,77203,9,34,20
02/04/2018,77204,10,34,19
02/04/2018,77205,10,34,22
02/04/2018,77206,11,34,19
02/04/2018,77207,10,34,17
02/04/2018,77208,11,34,19
02/04/2018,77209,15,31,19
02/04/2018,77210,11,34,17
02/04/2018,77211,14,33,19
02/04/2018,77212,10,34,17
02/04/2018,77214,14,32,22
02/04/2018,77215,15,33,17
02/04/2018,77216,8,34,17
02/04/2018,77217,17,33,17
02/04/2018,77218,11,34,17
02/04/2018,77219,10,34,19
02/04/2018,77220,8,33,17
02/04/2018,77221,15,32,19
02/04/2018,77222,15,33,17
02/04/2018,77223,12,34,17
02/04/2018,77224,11,33,19
02/04/2018,77225,10,34,20
02/04/2018,77226,12,34,17
02/04/2018,77227,11,34,19
02/04/2018,77228,11,34,19
02/04/2018,77229,12,33,19
02/04/2018,77230,9,33,17
02/04/2018,77231,10,34,20
02/04/2018,77232,11,33,20
02/04/2018,77233,11,33,22
02/04/2018,77234,13,33,20
02/04/2018,77235,10,34,19
02/04/2018,77236,11,34,17
02/04/2018,77237,14,32,19
02/04/2018,77238,11,34,19
02/04/2018,77239,13,34,19
02/04/2018,77240,11,34,19
02/04/2018,77241,14,33,22
02/04/2018,77242,11,34,19
02/04/2018,77243,15,32,19
02/04/2018,77244,8,34,17
02/04/2018,77245,12,34,17
02/04/2018,77246,11,34,19
02/04/2018,77247,11,34,19
02/04/2018,77248,11,33,20
02/04/2018,77249,17,33,17
02/04/2018,77250,11,34,19
02/04/2018,77251,20,34,19
02/04/2018,77252,18,33,17
02/04/2018,77253,17,33,17
02/04/2018,77254,14,33,17
02/04/2018,77255,16,33,17
02/04/2018,77256,12,34,19
02/04/2018,77257,10,34,20
02/04/2018,77258,18,31,19
02/04/2018,77259,16,32,22
02/04/2018,77260,11,34,19
02/04/2018,77261,9,34,17
02/04/2018,77262,11,34,19
02/04/2018,77263,11,34,17
02/04/2018,77264,13,33,19
02/04/2018,77265,11,34,19
02/04/2018,77266,12,34,17
02/04/2018,77267,8,34,17
02/04/2018,77268,12,33,19
02/04/2018,77269,18,33,17
02/04/2018,77270,10,34,19
02/04/2018,77271,9,34,17
02/04/2018,77272,12,34,19
02/04/2018,77273,13,34,22
02/04/2018,77274,10,34,22
02/04/2018,77275,11,34,19
02/04/2018,77276,10,33,20
02/04/2018,77277,12,33,19
02/04/2018,77278,12,34,19
02/04/2018,77279,10,34,17
02/04/2018,77280,10,34,19
02/04/2018,77281,12,34,19
02/04/2018,77282,22,31,22
02/04/2018,77283,10,34,20
02/04/2018,77284,10,34,20
02/04/2018,77285,19,33,17
02/04/2018,77286,12,34,19
02/04/2018,77287,11,34,19
02/04/2018,77288,19,33,17
02/04/2018,77289,11,34,19
02/04/2018,77290,11,34,19
02/04/2018,77291,19,31,22
02/04/2018,77292,14,33,22
02/04/2018,77293,10,34,17
02/04/2018,77294,18,31,22
02/04/2018,77295,17,33,17
02/04/2018,77296,19,33,17
02/04/2018,77297,10,34,17
02/04/2018,77298,11,34,19
02/04/2018,77299,9,34,17
02/04/2018,77300,10,34,20
02/04/2018,77301,11,34,19
02/04/2018,77302,8,34,17
02/04/2018,77303,10,34,19
02/04/2018,77304,10,34,19
02/04/2018,77305,10,34,17
02/04/2018,77306,18,33,17
02/04/2018,77307,14,32,19
02/04/2018,77308,14,34,22
02/04/2018,77309,11,34,22
02/04/2018,77310,10,34,17
02/04/2018,77311,11,34,17
02/04/2018,77312,9,34,17
02/04/2018,77313,10,34,17
02/04/2018,77314,11,34,19
02/04/2018,77315,11,33,20
02/04/2018,77316,10,34,17
02/04/2018,77317,14,33,17
02/04/2018,77318,11,33,19
02/04/2018,77319,11,34,19
02/04/2018,77320,12,34,19
02/04/2018,77321,11,34,17
02/04/2018,77322,19,32,22
02/04/2018,77323,18,32,22
02/04/2018,77325,11,34,17
02/04/2018,77326,19,33,19
02/04/2018,77327,13,34,19
02/04/2018,77328,9,31,15
02/04/2018,77329,8,34,17
02/04/2018,77330,9,34,20
02/04/2018,77331,11,34,19
02/04/2018,77332,14,33,22
02/04/2018,77333,8,34,17
02/04/2018,77335,11,34,20
02/04/2018,77336,13,33,19
02/04/2018,77337,18,31,19
02/04/2018,77338,9,34,17
02/04/2018,77339,11,33,17
02/04/2018,77340,8,34,17
02/04/2018,77341,11,34,17
02/04/2018,77342,8,33,17
02/04/2018,77343,10,34,19
02/04/2018,77344,12,34,22
02/04/2018,77345,11,34,19
02/04/2018,77347,11,34,19
02/04/2018,77348,8,34,17
